period,pca_x,pca_y
2007-2011,5.637642549924472,0.8004093348967363
2007-2011,6.262602991655952,-3.0516917911333454
2007-2011,5.687145855242983,1.2805845781708194
2007-2011,4.208328091507368,3.139251601696435
2007-2011,4.708905031012827,3.3940076875153755
2007-2011,5.2262248835319784,0.2282567681009301
2007-2011,6.187713912118767,-1.8874028504148002
2007-2011,3.724023545062618,1.6742748628677715
2007-2011,-2.5170314142816146,-4.895518272056521
2007-2011,7.419188447281,-3.4111003578274905
2007-2011,5.964027473065235,-5.180665247549149
2007-2011,6.5474718951378295,1.2639221915224588
2007-2011,5.947385242575978,1.01751542978351
2007-2011,4.36247176401349,-3.594858820144962
2007-2011,2.771044567186194,-5.46944906844348
2007-2011,2.8634832252499987,-5.159546074149732
2007-2011,3.962652481624051,-0.9809186073838637
2007-2011,3.052305515365699,-2.3559569314259075
2007-2011,7.129733499135548,-2.148177877229758
2007-2011,3.4494255986837588,-0.45816575256337505
2007-2011,-2.4561551494383442,-4.382782468500864
2007-2011,5.523448392602809,1.480572084365289
2007-2011,-3.1902563111560145,-5.343957472913969
2007-2011,-1.042002606624648,-4.106202383462467
2007-2011,3.314740726660253,0.06771903515374816
2007-2011,3.874433490521959,1.9902570042539844
2007-2011,5.188699830433797,1.3038967685099498
2007-2011,6.197860180481295,-2.2058915620159425
2007-2011,2.458683354338508,-6.853299538004793
2007-2011,4.177534094725498,1.2609413143326023
2007-2011,3.5894268999279944,-0.3506859901411734
2007-2011,3.735605841671412,2.652030309410634
2007-2011,3.140927559075333,-1.199787687280069
2007-2011,1.5328088441532741,-4.017327048091921
2007-2011,2.791722052909229,-1.2382596319279555
2007-2011,7.563940751675777,2.055611600582334
2007-2011,3.4423208738846567,-1.4624915574505288
2007-2011,6.114864455964861,1.3280917808771067
2007-2011,-0.800759552447731,1.4521883755413565
2007-2011,-1.2496871656980133,-4.773355694107237
2007-2011,5.76637714902508,-5.920632117581035
2007-2011,5.2091312120424345,2.2305750764282375
2007-2011,-4.588441030257204,-0.5986937189811226
2007-2011,4.83718452844321,-3.9389622992796607
2007-2011,5.770832962834935,-2.3884210948588613
2007-2011,3.183414961650672,-5.919918840193156
2007-2011,2.509250865072829,-5.670728489291481
2007-2011,3.0676235271113663,-4.038992146911175
2007-2011,6.527218579251847,0.14309507208428818
2007-2011,6.623136397406302,-1.9413397482906216
2007-2011,4.545399293807995,-2.110868459147752
2007-2011,7.771517289731413,-3.3759972157494404
2007-2011,7.096178485651707,-2.919748843115644
2007-2011,-2.10743166311888,-4.7881986776749565
2007-2011,4.333897409310696,0.9688564699523905
2007-2011,6.573323552458982,-4.327237151082645
2007-2011,5.962350713943322,-2.96755232982252
2007-2011,7.352243315803808,-0.7547017760143313
2007-2011,6.530723479535609,-1.2232919377669722
2007-2011,4.224447432175811,0.017292373268778895
2007-2011,5.854951991575156,-1.8686389888638526
2007-2011,2.7748859115903475,2.6909335510915677
2007-2011,7.472395420757849,-2.40012183617204
2007-2011,3.2246099747878,1.4020886050576253
2007-2011,6.713667707638548,-0.005203693358477285
2007-2011,5.282528104821489,0.39553431793523236
2007-2011,8.303305247156288,-6.0787475097641295
